,0
947,make
948,life
949,lot
950,easier
951,epidemic
952,affect
953,anyone
954,want
955,educate
956,everyone
957,second
958,part
959,initiative
960,reduce
961,supply
962,illicit
963,drugs
964,ninety
965,percent
966,heroin
967,america
968,comes
969,southern
970,border
971,eventually
972,democrats
973,agree
974,us
975,build
976,wall
977,keep
978,damn
979,drugs
980,audience
981,build
982,wall
983,build
984,wall
985,build
986,wall
987,president
988,pretty
989,amazing
990,want
991,go
992,daca
993,care
994,daca
995,trying
996,tie
997,wall
998,daca
999,daca
1000,wall
1001,want
1002,keep
1003,daca
1004,campaign
1005,instead
1006,getting
1007,approved
1008,could
1009,easily
1010,republicans
1011,totally
1012,favor
1013,something
1014,substantial
1015,daca
1016,democrats
1017,like
1018,campaign
1019,issue
1020,get
1021,approved
1022,want
1023,tie
1024,wall
1025,okay
1026,get
1027,approved
1028,want
1029,approved
1030,remember
1031,i
1032,said
1033,want
1034,approved
1035,want
1036,make
1037,part
1038,campaign
1039,well
1040,make
1041,part
1042,campaign
1043,also
1044,win
1045,going
1046,win
1047,issues
1048,administration
1049,also
1050,confronting
1051,things
1052,called
1053,sanctuary
1054,cities
1055,shield
1056,dangerous
1057,criminals
1058,every
1059,day
1060,sanctuary
1061,cities
1062,release
1063,illegal
1064,immigrants
1065,drug
1066,dealers
1067,traffickers
1068,gang
1069,members
1070,back
1071,communities
1072,protected
1073,cities
1074,say
1075,safe
1076,havens
1077,terrible
1078,people
1079,terrible
1080,people
1081,making
1082,dangerous
1083,law
1084,enforcement
1085,officers
1086,see
1087,time
1088,people
1089,new
1090,hampshire
1091,learned
1092,firsthand
1093,ending
1094,sanctuary
1095,cities
1096,crucial
1097,stopping
1098,drug
1099,addiction
1100,crisis
1101,governor
1102,great
1103,numbers
1104,going
1105,new
1106,hampshire
1107,i
1108,know
1109,seen
1110,numbers
1111,going
1112,chris
1113,stand
1114,chris
1115,really
1116,one
1117,bright
1118,spots
1119,numbers
1120,actually
1121,going
1122,tremendous
1123,achievement
1124,thank
1125,chris
1126,according
1127,recent
1128,dartmouth
1129,study
1130,sanctuary
1131,city
1132,lawrence
1133,massachusetts
1134,one
1135,primary
1136,sources
1137,fentanyl
1138,six
1139,new
1140,hampshire
1141,counties
1142,ice
1143,recently
1144,arrested
1145,15
1146,ms
1147,13
1148,gang
1149,members
1150,good
1151,people
1152,folks
1153,okay
1154,bad
1155,bad
1156,people
1157,use
1158,guns
1159,rather
1160,use
1161,knives
1162,painful
1163,takes
1164,longer
1165,bad
1166,people
1167,boston
1168,massachusetts
1169,place
1170,sanctuary
1171,cities
1172,i
1173,repeating
1174,call
1175,congress
1176,block
1177,funds
1178,sanctuary
1179,cities
1180,close
1181,deadly
1182,loopholes
1183,allow
1184,criminals
1185,back
1186,country
1187,country
1188,first
1189,place
1190,know
1191,things
1192,understandable
1193,lots
1194,issues
1195,sides
1196,issue
1197,understand
1198,side
1199,even
1200,though
1201,agree
1202,sanctuary
1203,cities
1204,hard
1205,understand
1206,people
1207,get
1208,get
1209,see
1210,going
1211,california
1212,terrible
1213,dangerous
1214,trying
1215,protect
1216,sanctuary
1217,cities
1218,whether
1219,kate
1220,steinle
1221,many
1222,others
1223,around
1224,today
1225,people
1226,allowed
1227,back
1228,country
1229,case
1230,southern
1231,border
1232,least
1233,five
1234,times
1235,look
1236,damage
1237,look
1238,verdict
1239,look
1240,verdict
1241,believe
1242,verdict
1243,get
