,0
2198,great
2199,pride
2200,good
2201,commonsense
2202,sound
2203,judgment
2204,american
2205,people
2206,essential
2207,love
2208,justice
2209,must
2210,ignore
2211,problems
2212,neither
2213,ignore
2214,strengths
2215,strengths
2216,available
2217,sustain
2218,president
2219,either
2220,party
2221,support
2222,progressive
2223,efforts
2224,home
2225,overseas
2226,unfortunately
2227,departure
2228,administration
2229,mean
2230,end
2231,problems
2232,administration
2233,faced
2234,effort
2235,meet
2236,problems
2237,must
2238,go
2239,year
2240,year
2241,momentum
2242,mounted
2243,together
2244,past
2245,years
2246,lost
2247,although
2248,struggle
2249,progressive
2250,change
2251,continuous
2252,times
2253,watershed
2254,reached
2255,really
2256,break
2257,past
2258,least
2259,fulfillment
2260,many
2261,oldest
2262,hopes
2263,stepping
2264,forth
2265,new
2266,environment
2267,seek
2268,new
2269,goals
2270,i
2271,think
2272,past
2273,5
2274,years
2275,time
2276,finished
2277,major
2278,part
2279,old
2280,agenda
2281,laws
2282,wrote
2283,already
2284,front
2285,eyes
2286,taken
2287,flesh
2288,achievement
2289,medicare
2290,unable
2291,pass
2292,many
2293,years
2294,part
2295,american
2296,life
2297,voting
2298,rights
2299,voting
2300,booth
2301,debated
2302,long
2303,back
2304,riffles
2305,doors
2306,public
2307,service
2308,open
2309,last
2310,americans
2311,regardless
2312,color
2313,schools
2314,school
2315,children
2316,america
2317,tonight
2318,receiving
2319,federal
2320,assistance
2321,go
2322,good
2323,schools
2324,preschool
2325,education
2326,head
2327,start
2328,already
2329,stay
2330,i
2331,think
2332,federal
2333,programs
2334,tonight
2335,keeping
2336,million
2337,half
2338,cream
2339,young
2340,people
2341,colleges
2342,universities
2343,country
2344,part
2345,american
2346,earth
2347,description
2348,map
2349,reality
2350,shores
2351,hills
2352,parks
2353,forests
2354,mountains
2355,permanently
2356,set
2357,aside
2358,american
2359,public
2360,benefit
2361,set
2362,aside
2363,administration
2364,ends
2365,five
2366,million
2367,americans
2368,trained
2369,jobs
2370,new
2371,federal
2372,programs
2373,i
2374,think
2375,important
2376,realize
2377,tonight
2378,nation
2379,close
2380,full
